_id,OBJECTID,GEO_ID,NAME,SCHOOL_LEVEL,SCHOOL_TYPE,BOARD_NAME,SOURCE_ADDRESS,SCHOOL_TYPE_DESC,ADDRESS_POINT_ID,ADDRESS_NUMBER,LINEAR_NAME_FULL,ADDRESS_FULL,POSTAL_CODE,MUNICIPALITY,CITY,PLACE_NAME,GENERAL_USE_CODE,CENTRELINE_ID,LO_NUM,LO_NUM_SUF,HI_NUM,HI_NUM_SUF,LINEAR_NAME_ID,X,Y,LATITUDE,LONGITUDE,geometry
18719,673,14190806,Malvern Monetssori School,,PR,,10 Sewell's Rd,Priv,14190806,10,Sewell's Rd,10 Sewell's Rd,M1B 3G5,Scarborough,Toronto,,109001,30013272,10,,,,8919,327490.273,4851736.231000001,43.8072515653,-79.2177926072,POINT (-79.2177894185251 43.8072429487809)
18720,674,359023,Manhattan Park Jr Public School,,EP,Toronto District School Board,90 Manhattan Dr,English Public,359023,90,Manhattan Dr,90 Manhattan Dr,M1R 3V8,Scarborough,Toronto,Manhattan Park,102001,109829,90,,,,8407,321268.592,4845731.138,43.753354001000005,-79.295301123,POINT (-79.29530111866649 43.75335400316883)
18721,675,8947520,Manor Montessori School - De Savery,,PR,,14 De Savery Cres,Priv,8947520,14,De-Savery Cres,14 De-Savery Cres,M4S 2L2,former Toronto,Toronto,,115001,8947513,14,,,,3276,313662.94399999996,4840132.96,43.7031005845,-79.38984201939999,POINT (-79.3898387864248 43.70309199485047)
18722,676,845017,Manor Montessori School - Mount Pleasant,,PR,,909 Mount Pleasant Rd,Priv,845017,909,Mount Pleasant Rd,909 Mount Pleasant Rd,M4P 2Z6,former Toronto,Toronto,,112001,1138163,909,,,,4022,313555.019,4841078.509,43.7116127342,-79.391165665,POINT (-79.39116243029849 43.7116041441036)
18723,677,385409,Maple Leaf Collegiate School,,PR,,4002 Sheppard Ave E,Priv,385409,4002,Sheppard Ave E,4002 Sheppard Ave E,M1S 4R5,Scarborough,Toronto,,104008,106853,4002,,,,6698,321855.587,4849102.935,43.7836992787,-79.2879088288,POINT (-79.28790561838588 43.78369067011363)
18724,678,504683,Maple Leaf Public School,,EP,Toronto District School Board,301 Culford Rd,English Public,504683,301,Culford Rd,301 Culford Rd,M6L 2V4,North York,Toronto,Maple Leaf Public School,102001,445682,301,,,,5309,305567.885,4841433.45,43.71485923109999,-79.4902784881,POINT (-79.49027522120498 43.71485064319317)
18725,679,336715,Maplewood High School,,EP,Toronto District School Board,120 Galloway Rd,English Public,336715,120,Galloway Rd,120 Galloway Rd,M1E 1W7,Scarborough,Toronto,Maplewood High School,102002,109225,120,,,,7948,329351.957,4846371.74,43.7589064601,-79.1948978186,POINT (-79.19489463458621 43.75889785279757)
18726,680,10750672,Marc Garneau Collegiate Institute,,EP,Toronto District School Board,135 Overlea  Blvd,English Public,10750672,135,Overlea Blvd,135 Overlea Blvd,M3C 1B3,North York,Toronto,Marc Garneau Collegiate Institute,102002,10750670,135,,,,278,318084.03,4840793.882,43.7089842767,-79.3349711654,POINT (-79.33496794640773 43.70897568537183)
18727,681,3111592,Maria Montessori School,,PR,,125 Brentcliffe  Rd,Priv,3111592,125,Brentcliffe Rd,125 Brentcliffe Rd,M4G 3Y7,East York,Toronto,Northlea United Church,109001,3111593,125,,,,42,315818.63300000003,4841723.325,43.71738738810001,-79.363062343,POINT (-79.36305911044268 43.71737879699128)
18728,682,4368161,Mariyah Islamic School,,PR,,3665 Lawrence Ave E,Priv,4368161,3665,Lawrence Ave E,3665 Lawrence Ave E,M1G 1P7,Scarborough,Toronto,,112001,4368146,3665,,,,3828,327296.12100000004,4846522.7,43.7603298881,-79.2204227942,POINT (-79.22041960215191 43.76032128320809)
18729,683,14647878,Markdale Preschool,,PR,,41 Markdale Ave,Priv,14647878,41,Markdale Ave,41 Markdale Ave,,York,Toronto,Markdale Preschool Site,106008,8456990,41,,,,760,310420.706,4839055.0819999995,43.6934303967,-79.4300802976,POINT (-79.43007704215837 43.69342180924632)
18730,684,8354441,Market Lane Jr and Sr Public School,,EP,Toronto District School Board,246 The Esplanade,English Public,8354441,246,The Esplanade,246 The Esplanade,M5A 4J6,former Toronto,Toronto,Market Lane Ps Jr. & Sr.,102001,8354438,246,,,,4541,315695.30199999997,4834220.985,43.6498589639,-79.36474462470001,POINT (-79.36474139597824 43.64985038026459)
18731,685,14190826,Markham International College School,,PR,,3195 Sheppard Ave E,Priv,14190826,3195,Sheppard Ave E,3195 Sheppard Ave E,M1T 3K1,Scarborough,Toronto,,112001,4346973,3195,,,,6698,319887.61100000003,4848412.584,43.777528208199996,-79.3123782962,POINT (-79.31237506999932 43.77751960275685)
18732,686,14244594,Marshall McLuhan Catholic Secondary School,,ES,Toronto Catholic District School Board,1107 Avenue Rd,English Separate,14244594,1107,Avenue Rd,1107 Avenue Rd,M5N 3B1,former Toronto,Toronto,Marshall McLuhan Catholic School,102004,1138318,1107,,,,2924,312058.809,4840631.886,43.70760883649999,-79.40973840720001,POINT (-79.40973516296054 43.70760024566506)
18733,687,8087277,Martingrove Collegiate Institute,,EP,Toronto District School Board,50 Winterton Dr,English Public,8087277,50,Winterton Dr,50 Winterton Dr,M9B 3G7,Etobicoke,Toronto,Martingrove Collegiate Institute,102002,8087278,50,,,,2813,299886.36199999996,4836828.341,43.673391350299994,-79.5607429325,POINT (-79.56073964036484 43.6733827722511)
18734,688,14207557,Mary Mother of God School,,PR,,1515A Queen St W,Priv,14207557,1515A,Queen St W,1515A Queen St W,M6R 1A5,former Toronto,Toronto,,115001,10759863,1515,A,,,4238,309508.959,4833040.09,43.639293983,-79.44144319649999,POINT (-79.44143994347328 43.6392854032575)
18735,689,6947413,Mary Shadd Public School,,EP,Toronto District School Board,135 Hupfield  Trl,English Public,6947413,135,Hupfield Trl,135 Hupfield Trl,M1B 4R6,Scarborough,Toronto,Mary Shadd Public School,102001,6947409,135,,,,11329,327444.577,4852530.719,43.8144043187,-79.218327238,POINT (-79.21832404286714 43.81439569795631)
18736,690,9467845,Mary Ward Catholic Secondary School,,ES,Toronto Catholic District School Board,3200 Kennedy Rd,English Separate,9467845,3200,Kennedy Rd,3200 Kennedy Rd,M1V 3S8,Scarborough,Toronto,Mary Ward,102004,9467832,3200,,,,8224,320556.675,4852661.857,43.8157620396,-79.3039432921,POINT (-79.30394006569955 43.81575342381286)
18737,691,349763,Mary Ward LINC and ESL Centre,,EP,Toronto District School Board,44 Kelvinway Dr,English Public,349763,44,Kelvinway Dr,44 Kelvinway Dr,M1W 1N6,Scarborough,Toronto,Mary Ward Linc and Esl Centre,102003,106182,44,,,,8215,318939.13300000003,4850001.217,43.7918458666,-79.324119683,POINT (-79.32411645412706 43.79183725355134)
