_id,OBJECTID,GEO_ID,NAME,SCHOOL_LEVEL,SCHOOL_TYPE,BOARD_NAME,SOURCE_ADDRESS,SCHOOL_TYPE_DESC,ADDRESS_POINT_ID,ADDRESS_NUMBER,LINEAR_NAME_FULL,ADDRESS_FULL,POSTAL_CODE,MUNICIPALITY,CITY,PLACE_NAME,GENERAL_USE_CODE,CENTRELINE_ID,LO_NUM,LO_NUM_SUF,HI_NUM,HI_NUM_SUF,LINEAR_NAME_ID,X,Y,LATITUDE,LONGITUDE,geometry
18259,213,10035747,Amesbury Middle School,,EP,Toronto District School Board,201 Gracefield Ave,English Public,10035747,201,Gracefield Ave,201 Gracefield Ave,M6L 1L7,North York,Toronto,Amesbury Middle School,102001,10035736,201,,,,5729,305266.606,4840749.886,43.708706334,-79.4940176605,POINT (-79.49401438238694 43.70869774392713)
18260,214,482522,Ancaster Public School,,EP,Toronto District School Board,44 Ancaster Road,English Public,482522,44,Ancaster Rd,44 Ancaster Rd,M3K 1S6,North York,Toronto,Ancaster Public School,102001,30093012,44,,,,4795,307443.256,4843435.313,43.732866166,-79.46699263,POINT (-79.46699262716938 43.73286617172602)
18261,215,7992305,Annette St JR and Sr Public School,,EP,Toronto District School Board,265 Annette St,English Public,7992305,265,Annette St,265 Annette St,M6P 1R3,former Toronto,Toronto,Annette Street Public School,102001,7987734,265,,,,2890,306975.369,4835498.219,43.6614317701,-79.4728345371,POINT (-79.47283127975922 43.6614231859019)
18262,216,10736588,Annex Montessori School,,PR,,427 Bloor St W,Priv,10736588,427,Bloor St W,427 Bloor St W,M5S 1X7,former Toronto,Toronto,Bathurst United Church,109001,10736589,427,,,,458,312388.49600000004,4836014.9,43.666047975699996,-79.4057110596,POINT (-79.40570782007626 43.6660393910677)
18263,217,485399,Annunciation Catholic Elementary School,,ES,Toronto Catholic District School Board,65 Avonwick Gt,English Separate,485399,65,Avonwick Gt,65 Avonwick Gt,M3A 2M8,North York,Toronto,Annunciation Catholic School,102003,440701,65,,,,4855,319177.51300000004,4845725.969,43.7533594911,-79.3212710336,POINT (-79.32126781628234 43.75335088677866)
18264,218,358063,Anson Park Public School,,EP,Toronto District School Board,30 Macduff Cres,English Public,358063,30,Macduff Cres,30 Macduff Cres,M1M 1X5,Scarborough,Toronto,Anson Park Public School,102001,111602,30,,,,8385,325627.588,4842727.659,43.7262181766,-79.24129079779999,POINT (-79.24128760195613 43.72620957944869)
18265,219,374465,Anson S Taylor Jr Public School,,EP,Toronto District School Board,20 Placentia Blvd,English Public,374465,20,Placentia Blvd,20 Placentia Blvd,M1S 4C5,Scarborough,Toronto,Anson S Taylor Junior Public School,102001,104662,20,,,,8711,323969.483,4851397.373,43.80430059020001,-79.261564543,POINT (-79.26156133564444 43.80429197642746)
18266,220,7131439,Apollo High School,,PR,,5467 Yonge St,Priv,7131439,5467,Yonge St,5467 Yonge St,M2N 5S1,North York,Toronto,,107010,7131429,5467,,,,4733,311649.833,4848432.098999999,43.7778251706,-79.41471443430001,POINT (-79.41471118126573 43.77781656734108)
18267,221,571348,Apple Academic Achievment Canada,,PR,,488 Van Horne Ave,Priv,571348,488,Van Horne Ave,488 Van Horne Ave,M2J 2V2,North York,Toronto,,100001,437213,488,,,,6984,317670.327,4849482.991,43.787204683999995,-79.33989776850001,POINT (-79.33989453381298 43.78719607270234)
18268,222,865004,Apple Program and Safe Schools,,EP,Toronto District School Board,55 Salisbury Ave,English Public,865004,55,Salisbury Ave,55 Salisbury Ave,M4X 1C5,former Toronto,Toronto,St. Martin Catholic School,102003,20037875,55,,,,4355,315717.643,4836145.647,43.667174523999996,-79.364425849,POINT (-79.36442584536964 43.66717452142947)
18269,223,483094,Aptus Treatment Centre,,PR,,111 Anthony Road,Priv,483094,111,Anthony Rd,111 Anthony Rd,M3K 1B7,North York,Toronto,Muki Baum Treatment Centre,102001,444057,111,,,,4806,307366.916,4842883.738,43.727910181800006,-79.4679461093,POINT (-79.46794283882832 43.72790159510799)
18270,224,3107754,Arbor Glen Public School,,EP,Toronto District School Board,55 Freshmeadow Dr,English Public,3107754,55,Freshmeadow Dr,55 Freshmeadow Dr,M2H 3H6,North York,Toronto,Arbor Glen Public School,102001,3107766,55,,,,5647,316393.221,4851957.07,43.8094949961,-79.3557126812,POINT (-79.35570944477543 43.80948638673533)
18271,225,35493,Aristotele's Credit School,,PR,,30 Thorncliffe Park Dr,Priv,35493,30,Thorncliffe Park Dr,30 Thorncliffe Park Dr,M4H 1H8,East York,Toronto,St Demetrious Church,109001,30098783,30,,,,354,317280.789,4840123.807,43.702958416,-79.344950646,POINT (-79.34495064158655 43.70295841410684)
18272,226,561783,Arkana Education,,PR,,209 Sheppard Ave E,Priv,561783,209,Sheppard Ave E,209 Sheppard Ave E,M2N 3A8,North York,Toronto,,107005,30058814,209,,,,6698,312957.628,4846889.202,43.763915811000004,-79.398487895,POINT (-79.39848789788408 43.76391580933213)
18273,227,576041,Armour Heights Public School,,EP,Toronto District School Board,148 Wilson Ave,English Public,576041,148,Wilson Ave,148 Wilson Ave,M5M 3A5,North York,Toronto,Armour Heights Public School,102001,20055791,148,,,,4693,311266.473,4844331.518999999,43.7409186369,-79.4195255366,POINT (-79.41952227875775 43.74091004324775)
18274,228,871450,Arrowsmith School,,PR,,245 St Clair Ave W,Priv,871450,245,St Clair Ave W,245 St Clair Ave W,M4V 1R3,former Toronto,Toronto,,112001,1139588,245,,,,890,312378.92600000004,4838175.745,43.6854979104,-79.4058006591,POINT (-79.40579741615542 43.6854893204605)
18275,229,13516164,Associated Hebrew Jr School - Posluns Campus,,PR,,18 Neptune Dr,Priv,13516164,18,Neptune Dr,18 Neptune Dr,M6A 1X1,North York,Toronto,,102008,10367830,18,,,,6275,310080.826,4843285.061000001,43.7315079844,-79.43425589479999,POINT (-79.43425263592185 43.73149939520972)
18276,230,11129594,Associated Hebrew Middle School - Hurwich Campus,,PR,,252 Finch Ave W,Priv,11129594,252,Finch Ave W,252 Finch Ave W,M2R 1M9,North York,Toronto,,115001,11129595,252,,,,1610,309737.524,4848152.608,43.775324706400006,-79.4384732143,POINT (-79.43846995473939 43.77531610158381)
18277,231,13977971,Avalon Children's Montessori School,,PR,,2181 Queen St E,Priv,13977971,2181,Queen St E,2181 Queen St E,M4E 1E5,former Toronto,Toronto,,115001,8265442,2181,,,,4237,321128.015,4836516.433999999,43.670421976899995,-79.2973285087,POINT (-79.29732530111606 43.67041338954716)
18278,232,1368930,Avenue Road Academy,,PR,,1640A Avenue Road,Priv,1368930,1640A,Avenue Rd,1640A Avenue Rd,M5M 3X9,North York,Toronto,,115001,20364202,1640,A,,,2924,311437.445,4842674.206,43.7259984345,-79.4174235008,POINT (-79.41742025356423 43.72598984302863)
18279,233,485329,Avondale Elementary Alternative School,,EP,Toronto District School Board,171 Avondale Ave,English Public,485329,171,Avondale Ave,171 Avondale Ave,M2N 2V4,North York,Toronto,Avondale Alternative School,102002,439906,171,,,,4853,312823.803,4846477.447,43.760219444200004,-79.40015933149999,POINT (-79.40015608744791 43.76021084316639)
18280,234,498606,Cherokee Public School,,EP,Toronto District School Board,390 Cherokee Blvd,English Public,498606,390,Cherokee Blvd,390 Cherokee Blvd,M2H 2W7,North York,Toronto,Cherokee Public School,102001,436481,390,,,,5182,317770.86,4850768.238,43.7987713568,-79.338617981,POINT (-79.33861474443597 43.79876274657924)
18281,235,3232917,Chester Elementary School,,EP,Toronto District School Board,115 Gowan Ave,English Public,3232917,115,Gowan Ave,115 Gowan Ave,M4K 2E4,East York,Toronto,Chester Elementary School,102001,3232919,115,,,,178,316739.091,4838416.843,43.6876109737,-79.35171320810001,POINT (-79.35170998465628 43.68760238077084)
18282,236,6242276,Chester Le Jr Public School,,EP,Toronto District School Board,201 Chester Le Blvd,English Public,6242276,201,Chester Le Blvd,201 Chester Le Blvd,M1W 2K7,Scarborough,Toronto,Chester Le Junior Elementary School - Building Grounds,102001,6242279,201,,,,7576,318375.974,4850750.021000001,43.798587703,-79.331095334,POINT (-79.33109533740397 43.79858770985751)
18283,237,337172,Chief Dan George Public School,,EP,Toronto District School Board,185 Generation Blvd,English Public,337172,185,Generation Blvd,185 Generation Blvd,M1B 2K5,Scarborough,Toronto,Chief Dan George Public School,102001,104636,185,,,,7965,331833.32300000003,4851250.125,43.802730929700004,-79.16383783149999,POINT (-79.16383465822167 43.8027223090495)
18284,238,11915536,Children's Garden Junior School,,PR,,670 Eglinton Ave E,Priv,11915536,670,Eglinton Ave E,670 Eglinton Ave E,M4G 2K4,East York,Toronto,Leaside Presbyterian Church,109001,11915528,670,,,,125,315045.286,4841162.696,43.7123518636,-79.3726707725,POINT (-79.3726675424564 43.71234326796211)
18285,239,2904931,Chine Drive Public School,,EP,Toronto District School Board,51 Chine Dr,English Public,2904931,51,Chine Dr,51 Chine Dr,M1M 2K8,Scarborough,Toronto,Chine Drive Public School,102001,30029531,51,,,,7587,325592.152,4840924.804,43.709982589,-79.241796888,POINT (-79.24179689409515 43.70998259345362)
18286,240,762114,Church  St Jr Public School,,EP,Toronto District School Board,83 Alexander St,English Public,762114,83,Alexander St,83 Alexander St,M4Y 1B7,former Toronto,Toronto,Church Street Public School,102001,14023586,83,,,,9761,314528.488,4835747.647,43.663608426,-79.37917817,POINT (-79.37917816535456 43.66360842574267)
18287,241,313046,Churchill Heights Public School,,EP,Toronto District School Board,749 Brimorton Dr,English Public,313046,749,Brimorton Dr,749 Brimorton Dr,M1G 2S4,Scarborough,Toronto,Churchill Heights Public School,102001,107715,749,,,,7437,326971.572,4847928.984,43.7729977223,-79.2243958398,POINT (-79.22439264955285 43.7729891109322)
18288,242,499519,Churchill Public School,,EP,Toronto District School Board,188 Churchill Ave,English Public,499519,188,Churchill Ave,188 Churchill Ave,M2N 1Z5,North York,Toronto,Churchill Public School,102001,438811,188,,,,3167,310658.377,4847646.478999999,43.770762201000004,-79.4270394271,POINT (-79.42703616428292 43.77075360465389)
18289,243,7274519,City Academy School,,PR,,1910 Yonge St,Priv,7274519,1910,Yonge St,1910 Yonge St,M4S 3B2,former Toronto,Toronto,,104008,7274517,1910,,,,4733,313087.122,4839617.287,43.6984657116,-79.3969938618,POINT (-79.39699062064069 43.69845711707184)
18290,244,3841913,City Adult Learning Centre,,EP,Toronto District School Board,1 Danforth Ave,English Public,3841913,1,Danforth Ave,1 Danforth Ave,M4K 1M8,former Toronto,Toronto,City Adult Learning Centre (Calc),102002,3841911,1,,,,86,316068.495,4837005.695,43.674919446000004,-79.360060799,POINT (-79.36005756523844 43.67491085779298)
18291,245,7978577,City High School,,PR,,1300 Bay  St,Priv,7978577,1300,Bay St,1300 Bay St,M5R 3K8,former Toronto,Toronto,,115001,7978576,1300,,,,2962,313588.544,4836706.279,43.6722578008,-79.3908203748,POINT (-79.39081713647379 43.67224921755417)
18292,246,20056424,City School,,EP,Toronto District School Board,635 Queens Quay W,English Public,20056424,635,Queens Quay W,635 Queens Quay W,M5V 3G3,former Toronto,Toronto,Waterfront School,102001,14130691,635,,,,4244,313079.876,4832650.505,43.63575739189999,-79.3971908313,POINT (-79.39718759121327 43.63574881576465)
18293,247,10759447,City View Alternative School,,EP,Toronto District School Board,38 Shirley  St,English Public,10759447,38,Shirley St,38 Shirley St,M6K 1S9,former Toronto,Toronto,Shirley Street Public School,102001,14017192,38,,,,4400,309888.826,4834066.731000001,43.6485328137,-79.43672541779999,POINT (-79.43672217250041 43.6485242370315)
18294,248,14074599,Civic Centre LINC,,EP,Toronto District School Board,385 The West Mall,English Public,14074599,385,The West Mall,385 The West Mall,M9C 1E7,Etobicoke,Toronto,,104008,30092385,385,,,,2604,299514.715,4833344.703,43.64202349399999,-79.565313324,POINT (-79.56531332535937 43.64202350060716)
18295,249,10558804,Claireville Jr School,,EP,Toronto District School Board,350 Silverstone Dr,English Public,10558804,350,Silverstone Dr,350 Silverstone Dr,M9V 3J4,Etobicoke,Toronto,Claireville Public School,102001,10558805,350,,,,2485,296873.313,4845103.373,43.747850792,-79.5982310605,POINT (-79.59822774992095 43.74784220474426)
18296,250,6511806,Clairlea Public School,,EP,Toronto District School Board,25 Rosalind Cres,English Public,6511806,25,Rosalind Cres,25 Rosalind Cres,M1L 2X1,Scarborough,Toronto,Clairlea Public School,102001,6511804,25,,,,8824,321207.30600000004,4841646.691000001,43.716598579300005,-79.2961898941,POINT (-79.29618668261389 43.71658998336316)
18297,251,14211046,Clara and David Nightingale School at City Shul,,PR,,360A Bloor St W,Priv,14211046,360A,Bloor St W,360A Bloor St W,,former Toronto,Toronto,,115001,1142792,360,A,,,458,312430.61100000003,4836082.42,43.666655301400006,-79.4051878952,POINT (-79.40518464778482 43.66664671949599)
18298,252,20097586,Claude Watson School for the Arts,,EP,Toronto District School Board,130 Doris Ave,English Public,20097586,130,Doris Ave,130 Doris Ave,M2N 0A8,North York,Toronto,Watson School for the Performing Arts,102001,30053442,130,,,,5419,312093.531,4847053.053,43.765399596,-79.40921782,POINT (-79.4092178240837 43.76539959779092)
18299,253,8802114,Cliffside Public School,,EP,Toronto District School Board,27 East Haven Dr,English Public,8802114,27,East Haven Dr,27 East Haven Dr,M1N 1M1,Scarborough,Toronto,Cliffside Public School,102001,30076792,27,,,,7810,324889.606,4840356.016,43.704882108,-79.250536044,POINT (-79.25053603955027 43.70488210655223)
18300,254,8649130,Cliffwood Public School,,EP,Toronto District School Board,140 Cliffwood Rd,English Public,8649130,140,Cliffwood Rd,140 Cliffwood Rd,M2H 2E4,North York,Toronto,Cliffwood Public School,102001,30006220,140,,,,5225,316043.099,4851601.585,43.8063006986,-79.360071839,POINT (-79.36006859919799 43.80629209207245)
18301,255,9084913,Clinton International College School,,PR,,1 Elmhurst Ave,Priv,9084913,1,Elmhurst Ave,1 Elmhurst Ave,M2N 1R3,North York,Toronto,,115001,20037220,1,,,,5499,311883.789,4846778.642,43.7629402585,-79.4118296709,POINT (-79.41182641564541 43.76293166189483)
18302,256,837356,Clinton Street Jr Public School,,EP,Toronto District School Board,460 Manning Ave,English Public,837356,460,Manning Ave,460 Manning Ave,M6G 2V7,former Toronto,Toronto,Clinton Street Public School,102001,14019934,460,,,,3909,311716.188,4835081.779,43.657646075,-79.414057574,POINT (-79.4140575735688 43.65764607353449)
18303,257,20553,Community Life Christian School,,PR,,140 Dawes Rd,Priv,20553,140,Dawes Rd,140 Dawes Rd,M4C 5C2,East York,Toronto,Faith Presbyterian Community Church,109001,1273,140,,,,88,321097.38899999997,4839112.121,43.6937870256,-79.2976304201,POINT (-79.29762720537417 43.69377843184336)
18304,258,7796144,Contact Alternative School,,EP,Toronto District School Board,132 St Patrick St,English Public,7796144,132,St Patrick St,132 St Patrick St,M5T 1V1,former Toronto,Toronto,Mccaul Street Public School,102001,14121645,132,,,,4471,313625.396,4834652.915,43.6537743135,-79.3903971385,POINT (-79.39039390184665 43.65376572987223)
18305,259,8492735,Cordella Jr Public School,,EP,Toronto District School Board,175 Cordella Ave,English Public,8492735,175,Cordella Ave,175 Cordella Ave,M6N 2K1,York,Toronto,Cordella Junior Public School,102001,30073965,175,,,,528,305785.091,4837458.425,43.67907009,-79.48758543699999,POINT (-79.4875854399739 43.67907009321176)
18306,260,5266273,Cornell International Academy,,PR,,250 Sheppard Ave E,Priv,5266273,250,Sheppard Ave E,250 Sheppard Ave E,M2N 6M9,North York,Toronto,,107010,20041068,250,,,,6698,312820.672,4846930.125,43.7642942607,-79.4001915947,POINT (-79.40018834678975 43.76428566225886)
18307,261,344918,Cornell Jr Public School,,EP,Toronto District School Board,61 Holmfirth Terrace,English Public,344918,61,Holmfirth Ter,61 Holmfirth Ter,M1G 1G8,Scarborough,Toronto,Cornell Junior Public School - Building Grounds,102001,109132,61,,,,8123,327488.218,4846420.166,43.759392571999996,-79.218038218,POINT (-79.21803821896958 43.75939257796744)
18308,262,11541969,Cornerstone Montessori Prep School - Don Mills Campus,,PR,,33 Mallard Rd,Priv,11541969,33,Mallard Rd,33 Mallard Rd,M3B 1S4,North York,Toronto,,112001,11541970,33,,,,6135,316898.44399999996,4845047.865,43.747287518,-79.34958398,POINT (-79.3495839854191 43.74728752032756)
18309,263,771736,Cornerstone Preparatory School - Main Campus,,PR,,177 Beverley St,Priv,771736,177,Beverley St,177 Beverley St,M5T 1Y7,former Toronto,Toronto,Toronto Chinese Presbyterian,109001,1144653,177,,,,3002,313314.229,4834852.851,43.655577773500006,-79.3942510896,POINT (-79.39424785489129 43.65556918980541)
18310,264,323066,Corvette Jr Public School,,EP,Toronto District School Board,30 Corvette Ave,English Public,323066,30,Corvette Ave,30 Corvette Ave,M1K 3G2,Scarborough,Toronto,Corvette Junior Public School,102001,111593,30,,,,7657,323945.959,4842753.227,43.72649371,-79.262162924,POINT (-79.26215972538729 43.72648511364901)
18311,265,7794470,Cosburn Middle School,,EP,Toronto District School Board,520 Cosburn Ave,English Public,7794470,520,Cosburn Ave,520 Cosburn Ave,M4J 2P1,East York,Toronto,Cosburn Middle School,102001,7794467,520,,,,70,318413.022,4839103.16,43.693760106999996,-79.3309316581,POINT (-79.33092843525245 43.69375151765158)
18312,266,772190,Cottingham Jr Public School,,EP,Toronto District School Board,85 Birch  Ave,English Public,772190,85,Birch Ave,85 Birch Ave,M4V 1E3,former Toronto,Toronto,Cottingham Junior Public School,102001,20045802,85,,,,3007,313201.01300000004,4837608.9969999995,43.680388021899994,-79.3956122531,POINT (-79.39560900793052 43.68037943723212)
18313,267,333309,Courcelette Public School,,EP,Toronto District School Board,100 Fallingbrook Rd,English Public,333309,100,Fallingbrook Rd,100 Fallingbrook Rd,M1N 2T6,Scarborough,Toronto,Courcelette Public School,102001,113247,100,,,,7874,322638.187,4837509.621,43.6793274199,-79.27856912930001,POINT (-79.27856592397447 43.67931882627015)
18314,268,578489,Covenant Central Academy,,PR,,4576 Yonge St,Priv,578489,4576,Yonge St,4576 Yonge St,M2N 6N4,North York,Toronto,,104008,440623,4576,,,,4733,312023.923,4846020.828,43.7561176624,-79.4100991271,POINT (-79.41009587763607 43.75610906029047)
18315,269,11530149,Crawford Adventist Academy High School,,PR,,531 Finch Ave W,Priv,11530149,531,Finch Ave W,531 Finch Ave W,M2R 3X2,North York,Toronto,,102008,20092034,531,,,,1610,309228.092,4847754.256,43.7717422282,-79.44480498109999,POINT (-79.44480171849249 43.77173363021516)
18316,270,487616,Crescent School,,PR,,2365 Bayview Ave,Priv,487616,2365,Bayview Ave,2365 Bayview Ave,M2L 1A2,North York,Toronto,,102001,443573,2365,,,,24,314540.001,4843455.054,43.7329929657,-79.3788993745,POINT (-79.37889613620615 43.73298436728944)
18317,271,4202208,Crescent Town Elementary School,,EP,Toronto District School Board,4 Massey  Sq,English Public,4202208,4,Massey Sq,4 Massey Sq,M4C 5M9,East York,Toronto,Crescent Town Elementary School,102001,4153333,4,,,,11100,321512.557,4839452.899,43.696836743999995,-79.29246651,POINT (-79.29246651010081 43.69683674549866)
18318,272,504194,Cresthaven Public School,,EP,Toronto District School Board,46 Cresthaven Dr,English Public,504194,46,Cresthaven Dr,46 Cresthaven Dr,M2H 1M1,North York,Toronto,Cresthaven Public School,102001,30102963,46,,,,5297,315699.581,4850631.41,43.797564735,-79.36435747,POINT (-79.36435747091612 43.7975647355423)
18319,273,560542,Crestview Public School,,EP,Toronto District School Board,101 Seneca Hill Dr,English Public,560542,101,Seneca Hill Dr,101 Seneca Hill Dr,M2J 2W3,North York,Toronto,Crestview Public School,102001,437045,101,,,,6676,316064.27,4849617.431,43.78843218,-79.359846604,POINT (-79.35984659977755 43.78843217841516)
18320,274,492885,Crestwood Preparatory College School,,PR,,217 Brookbanks Dr,Priv,492885,217,Brookbanks Dr,217 Brookbanks Dr,M3A 2T7,North York,Toronto,Crestwood College - Building Grounds,102001,30004684,217,,,,5045,318898.908,4846385.523,43.759293062,-79.324710108,POINT (-79.32471011505527 43.7592930619444)
18321,275,535880,Crestwood School,,PR,,411 Lawrence Ave E,Priv,535880,411,Lawrence Ave E,411 Lawrence Ave E,M3C 1N9,North York,Toronto,,104008,443572,411,,,,3828,314603.877,4843152.741,43.730262263,-79.378108697,POINT (-79.37810870271113 43.73026226884089)
18322,276,561927,Crown Academic International School,,PR,,25 Sheppard Ave W,Priv,561927,25,Sheppard Ave W,25 Sheppard Ave W,M2N 6S6,North York,Toronto,,108006,439820,25,,,,6699,311856.849,4846543.613,43.760824954099995,-79.41216726020001,POINT (-79.41216401199242 43.76081635542219)
18323,277,541058,Cummer Valley Middle School,,EP,Toronto District School Board,70 Maxome Ave,English Public,541058,70,Maxome Ave,70 Maxome Ave,M2M 3K1,North York,Toronto,Cummer Valley Middle School,102001,437113,70,,,,6183,312756.084,4849649.625,43.7887732258,-79.4009536037,POINT (-79.40095035838085 43.78876462321111)
18324,278,7754527,D A Morrison Middle School,,EP,Toronto District School Board,271 Gledhill Ave,English Public,7754527,271,Gledhill Ave,271 Gledhill Ave,M4C 4L2,East York,Toronto,D. A. Morrison Middle School,102001,7754529,271,,,,159,319963.178,4839289.255,43.695405055200006,-79.311695655,POINT (-79.31169244077934 43.69539646119844)
18325,279,8105948,Da Vinci School,,EP,Toronto District School Board,33 Robert St,English Public,8105948,33,Robert St,33 Robert St,M5S 2K2,former Toronto,Toronto,,115001,14022601,33,,,,844,312695.73600000003,4835227.994,43.65896162560001,-79.4019130913,POINT (-79.40190985097907 43.65895303952984)
18326,280,9963285,Dallington Public School,,EP,Toronto District School Board,18 Dallington Dr,English Public,9963285,18,Dallington Dr,18 Dallington Dr,M2J 2G3,North York,Toronto,Dallington Public School,102001,9963276,18,,,,5322,316476.186,4848362.295,43.777136730600006,-79.3547585895,POINT (-79.35475534861216 43.77712812646742)
18327,281,6624393,Danforth Collegiate and Technical Institute,,EP,Toronto District School Board,800 Greenwood Ave,English Public,6624393,800,Greenwood Ave,800 Greenwood Ave,M4J 4B7,former Toronto,Toronto,Danforth Collegiate & T.I.,102002,6620281,800,,,,181,318160.619,4837890.243,43.6828473205,-79.3340927805,POINT (-79.33408956068972 43.68283873432016)
18328,282,2370028,Danforth Gardens Public School,,EP,Toronto District School Board,20 Santamonica Blvd,English Public,2370028,20,Santamonica Blvd,20 Santamonica Blvd,M1L 4H4,Scarborough,Toronto,Danforth Gardens Public School,102001,2370032,20,,,,8879,323241.07899999997,4840748.242,43.70846415649999,-79.2709805959,POINT (-79.27097738877451 43.70845555735363)
18329,283,11048078,Danforth Jewish Circle Children's Studies Program,,PR,,283 Danforth Ave,Priv,11048078,283,Danforth Ave,283 Danforth Ave,M4K 1N2,former Toronto,Toronto,,115001,11048060,283,,,,86,316525.303,4837224.367,43.67688074149999,-79.3543907605,POINT (-79.35438753775678 43.67687214834275)
18330,284,8211499,Danforth LINC,,EP,Toronto District School Board,2575 Danforth Ave,English Public,8211499,2575,Danforth Ave,2575 Danforth Ave,M4C 1L5,former Toronto,Toronto,,115001,14066698,2575,,,,86,320882.019,4838491.074,43.688201388500005,-79.3003203967,POINT (-79.30031718407696 43.68819279161536)
18331,285,14120386,Dante Alighieri Academy - Beatirce Campus,,ES,Toronto Catholic District School Board,50 Ameer Ave,English Separate,14120386,50,Ameer Ave,50 Ameer Ave,M6A 2L3,North York,Toronto,Sir Sandford Fleming Academy,102002,30061212,50,,,,4790,309508.831,4843003.941000001,43.728972908,-79.441355451,POINT (-79.44135545368751 43.72897291399699)
18332,286,551789,Dante Alighieri Academy - Main Campus,,ES,Toronto Catholic District School Board,60 Playfair Ave,English Separate,551789,60,Playfair Ave,60 Playfair Ave,M6B 2P9,North York,Toronto,Dante Alighieri Academy,102004,446085,60,,,,6444,308139.109,4840903.909,43.7100860065,-79.45837309859999,POINT (-79.45836983156801 43.71007741516122)
18333,287,51593,D'Arcy McGee Catholic Elementary School,,ES,Toronto Catholic District School Board,20 Bansley Ave,English Separate,51593,20,Bansley Ave,20 Bansley Ave,M6E 2A2,York,Toronto,D'Arcy McGee Catholic School,102003,14068332,20,,,,429,309386.187,4838924.719,43.6922642125,-79.4429148435,POINT (-79.44291158445316 43.69225563001608)
18334,288,11461988,Darul Arqam Islamic Academy School,,PR,,585 Trethewey Dr,Priv,11461988,585,Trethewey Dr,585 Trethewey Dr,M6M 4B8,North York,Toronto,,115001,14677748,585,,,,917,305389.209,4839364.209,43.6962335116,-79.4924975247,POINT (-79.49249425177896 43.69622492399101)
18335,289,11467215,Darwin International Academy,,PR,,3790 Victoria Park Ave,Priv,11467215,3790,Victoria Park Ave,3790 Victoria Park Ave,M2H 3H7,North York,Toronto,,107005,11467214,3790,,,,370,317651.841,4852110.744,43.810848698,-79.340061985,POINT (-79.34006198356815 43.81084869772883)
18336,290,7155735,David and Mary Thomson Collegiate Institute,,EP,Toronto District School Board,2740 Lawrence Ave E,English Public,7155735,2740,Lawrence Ave E,2740 Lawrence Ave E,M1P 2S7,Scarborough,Toronto,,102001,7155728,2740,,,,3828,324145.17100000003,4845766.86,43.75361517020001,-79.2595823284,POINT (-79.25957913009313 43.75360656223124)
18337,291,7973823,David Hornell Jr School,,EP,Toronto District School Board,32 Victoria St,English Public,7973823,32,Victoria St,32 Victoria St,M8V 1M6,Etobicoke,Toronto,David Hornell Junior Public School,115001,7973818,32,,,,2717,305680.45,4830822.022,43.6193418534,-79.4888969262,POINT (-79.48889366258828 43.61933328422759)
18338,292,3073655,David Lewis Public School,,EP,Toronto District School Board,130 Fundy Bay Blvd,English Public,3073655,130,Fundy Bay Blvd,130 Fundy Bay Blvd,M1W 3G1,Scarborough,Toronto,David Lewis Public School,102001,3065783,130,,,,7938,319436.345,4851930.885,43.8092053218,-79.3178892896,POINT (-79.3178860611438 43.80919670880782)
18339,293,5581078,Davisville Jr School,,EP,Toronto District School Board,43 Millwood Rd,English Public,5581078,43,Millwood Rd,43 Millwood Rd,M4S 1J6,former Toronto,Toronto,Davisville Public School,102001,5581068,43,,,,252,313255.81899999996,4839708.522,43.6992850174,-79.39489968699999,POINT (-79.39489644477365 43.69927642483246)
18340,294,505735,Daystrom Public School,,EP,Toronto District School Board,25 Daystrom Dr,English Public,505735,25,Daystrom Dr,25 Daystrom Dr,M9M 2A8,North York,Toronto,Daystrom Public School,102001,441683,25,,,,5339,301002.00800000003,4845111.317,43.74795551890001,-79.5469665904,POINT (-79.54696330146311 43.74794692735642)
18341,295,8771857,De Lasalle College School,,PR,,131 Farnham Ave,Priv,8771857,131,Farnham Ave,131 Farnham Ave,M4V 1H7,former Toronto,Toronto,,115001,8771849,131,,,,3426,312976.068,4837815.567,43.6822499396,-79.3983989841,POINT (-79.39839574699508 43.68224134915076)
18342,296,4070042,Deer Park Jr and Sr Public School,,EP,Toronto District School Board,23 Ferndale Ave,English Public,4070042,23,Ferndale Ave,23 Ferndale Ave,M4T 2B4,former Toronto,Toronto,Deer Park Junior & Senior Public School,102001,14024601,23,,,,3435,313526.44,4838639.5819999995,43.6896605358,-79.3915596229,POINT (-79.39155638485531 43.68965195111701)
18343,297,6332526,Delphi Secondary Alternative School,,EP,Toronto District School Board,109A Chartland Blvd S,English Public,6332526,109A,Chartland Blvd S,109A Chartland Blvd S,M1S 2R7,Scarborough,Toronto,Alternative Scarborough Education,102002,6332527,109,A,,,7566,322612.999,4850917.687,43.800016303599996,-79.2784394461,POINT (-79.27843623328656 43.80000769463084)
18344,298,20037304,Delta Academy Inc Secondary School,,PR,,1160 Birchmount Rd,Priv,20037304,1160,Birchmount Rd,1160 Birchmount Rd,M1P 2B8,Scarborough,Toronto,,113001,110728,1160,,,,7365,322195.968,4844375.011,43.741134584799994,-79.2838319655,POINT (-79.28382875401013 43.74112598671546)
